ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
H00922.CSI,20240603,10701.4596,,,,10767.3473,-65.8877,-0.6119,,
H00922.CSI,20240531,10767.3473,,,,10758.3838,8.9635,0.0833,,
H00922.CSI,20240530,10758.3838,,,,10846.3639,-87.9801,-0.8111,,
H00922.CSI,20240529,10846.3639,,,,10822.2575,24.1064,0.2227,,
H00922.CSI,20240528,10822.2575,,,,10873.9344,-51.6769,-0.4752,,
H00922.CSI,20240527,10873.9344,,,,10719.1948,154.7396,1.4436,,
H00922.CSI,20240524,10719.1948,,,,10744.6784,-25.4836,-0.2372,,
H00922.CSI,20240523,10744.6784,,,,10882.7746,-138.0962,-1.2689,,
H00922.CSI,20240522,10882.7746,,,,10887.3174,-4.5428,-0.0417,,
H00922.CSI,20240521,10887.3174,,,,10849.7776,37.5398,0.346,,
H00922.CSI,20240520,10849.7776,,,,10749.0048,100.7728,0.9375,,
H00922.CSI,20240517,10749.0048,,,,10639.2081,109.7967,1.032,,
H00922.CSI,20240516,10639.2081,,,,10613.672,25.5361,0.2406,,
H00922.CSI,20240515,10613.672,,,,10620.8187,-7.1467,-0.0673,,
H00922.CSI,20240514,10620.8187,,,,10651.3923,-30.5736,-0.287,,
H00922.CSI,20240513,10651.3923,,,,10621.453,29.9393,0.2819,,
H00922.CSI,20240510,10621.453,,,,10564.3163,57.1367,0.5408,,
H00922.CSI,20240509,10564.3163,,,,10489.6907,74.6256,0.7114,,
H00922.CSI,20240508,10489.6907,,,,10477.1475,12.5432,0.1197,,
H00922.CSI,20240507,10477.1475,,,,10473.0377,4.1098,0.0392,,
H00922.CSI,20240506,10473.0377,,,,10369.9765,103.0612,0.9938,,
H00922.CSI,20240430,10369.9765,,,,10350.8131,19.1634,0.1851,,
